tag,dataset,index_or_ccy,product,f4,f5
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.1Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.1Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.1Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.20Y10Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.2Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.2Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.2Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.3Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.3Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.3Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.5Y.5Y5Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,5Y
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.10Y10Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.10Y20Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.1Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.1Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.1Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.20Y10Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.2Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.2Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.2Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.3Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.3Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.3Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.6M.5Y5Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,6M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.10Y10Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.10Y20Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.1Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.1Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.1Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.20Y10Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.2Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.2Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.2Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.3Y1Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.3Y2Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.3Y3Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.EURIBOR.OPT_STR.VOL.9M.5Y5Y,RATES.MIDCURVES,EURIBOR,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1M.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1M
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.1Y.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,1Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.2Y.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,2Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3M.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3M
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.3Y.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,3Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.4Y.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,4Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.5Y.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,5Y
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.6M.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,6M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.10Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.10Y20Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.1Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.1Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.1Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.20Y10Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.2Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.2Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.2Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.3Y1Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.3Y2Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.3Y3Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.GBP.OPT_STR.VOL.9M.5Y5Y,RATES.MIDCURVES,GBP,OPT_STR,VOL,9M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.10Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.10Y20Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.1Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.1Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.1Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.20Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.2Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.2Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.2Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.3Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.3Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.3Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1M.5Y5Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1M
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.10Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.10Y20Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.1Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.1Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.1Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.20Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.2Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.2Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.2Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.3Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.3Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.3Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.1Y.5Y5Y,RATES.MIDCURVES,USD,OPT_STR,VOL,1Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.10Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.10Y20Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.1Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.1Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.1Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.20Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.2Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.2Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.2Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.3Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.3Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.3Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.2Y.5Y5Y,RATES.MIDCURVES,USD,OPT_STR,VOL,2Y
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.10Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.10Y20Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.1Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.1Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.1Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.20Y10Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.2Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.2Y2Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.2Y3Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
RATES.MIDCURVES.USD.OPT_STR.VOL.3M.3Y1Y,RATES.MIDCURVES,USD,OPT_STR,VOL,3M
